R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner,win_by_Decision,win_by_KO,win_by_Submission,win_by_Other,R_SIG_STR._att,R_SIG_STR._landed,B_SIG_STR._att,B_SIG_STR._landed,R_TOTAL_STR._att,R_TOTAL_STR._landed,B_TOTAL_STR._att,B_TOTAL_STR._landed,R_TD_att,R_TD_landed,B_TD_att,B_TD_landed,R_HEAD_att,R_HEAD_landed,B_HEAD_att,B_HEAD_landed,R_BODY_att,R_BODY_landed,B_BODY_att,B_BODY_landed,R_LEG_att,R_LEG_landed,B_LEG_att,B_LEG_landed,R_DISTANCE_att,R_DISTANCE_landed,B_DISTANCE_att,B_DISTANCE_landed,R_CLINCH_att,R_CLINCH_landed,B_CLINCH_att,B_CLINCH_landed,R_GROUND_att,R_GROUND_landed,B_GROUND_att,B_GROUND_landed,weight_class,No_of_rounds,total_time_fought(seconds),total_time_fought(minutes),R_Stance,R_DOB,R_Height,R_Reach,R_Weight,B_Stance,B_DOB,B_Height,B_Reach,B_Weight,R_age,B_age,fight_year
Desmond Green,Charles Jourdain,0,0,0.54,0.37,1.0,0.0,0,0,1,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,2019-05-18,"Rochester, New York, USA",Lightweight Bout,Desmond Green,True,False,False,False,144,78,146,55,152,85,146,55,4,4,0,0,119,56,79,11,17,15,29,14,8,7,38,30,123,61,143,54,7,7,3,1,14,10,0,0,Lightweight,3,900,15.0,Southpaw,1989-10-11,177.8,185.42000000000002,155.0,Switch,1995-11-27,175.26,175.26,155.0,30.0,24.0,2019
Danny Roberts,Michel Pereira,0,1,0.5,0.54,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,107,3 Rnd (5-5-5),Todd Ronald Anderson,2019-05-18,"Rochester, New York, USA",Welterweight Bout,Michel Pereira,False,True,False,False,4,2,11,6,4,2,11,6,0,0,0,0,2,0,9,4,0,0,2,2,2,2,0,0,4,2,10,5,0,0,1,1,0,0,0,0,Welterweight,3,107,1.7833333333333334,Southpaw,1987-07-14,185.42,187.96,170.0,Orthodox,1993-10-06,185.42,185.42000000000002,170.0,32.0,26.0,2019
Michael Trizano,Grant Dawson,0,0,0.48,0.48,0.0,0.3,0,1,0,4,0,0,Submission,2,147,3 Rnd (5-5-5),Keith Peterson,2019-05-18,"Rochester, New York, USA",Featherweight Bout,Grant Dawson,False,False,True,False,41,20,56,27,45,24,63,34,0,0,10,3,30,10,32,9,8,7,17,12,3,3,7,6,37,16,40,15,4,4,13,11,0,0,3,1,Featherweight,3,447,7.45,Orthodox,1991-12-31,180.34,180.34,155.0,Switch,1994-02-20,177.8,182.88,145.0,28.0,25.0,2019
Patrick Cummins,Ed Herman,0,1,0.66,0.31,0.5,0.0,0,0,0,0,0,0,KO/TKO,1,219,3 Rnd (5-5-5),Dan Miragliotta,2019-05-18,"Rochester, New York, USA",Light Heavyweight Bout,Ed Herman,False,True,False,False,33,22,35,11,33,22,38,14,2,1,0,0,31,21,34,11,1,0,0,0,1,1,1,0,29,18,28,8,4,4,4,1,0,0,3,2,Light Heavyweight,3,219,3.65,Orthodox,1980-11-16,187.96,193.04,205.0,Orthodox,1980-10-02,185.42,195.58,205.0,39.0,39.0,2019
Zak Cummings,Trevin Giles,1,0,0.34,0.48,0.0,0.0,1,0,0,0,0,0,Submission,3,241,3 Rnd (5-5-5),Todd Ronald Anderson,2019-05-18,"Rochester, New York, USA",Middleweight Bout,Zak Cummings,False,False,True,False,100,34,64,31,107,41,69,36,2,0,0,0,67,10,49,21,16,11,12,7,17,13,3,3,92,28,61,29,8,6,3,2,0,0,0,0,Middleweight,3,841,14.016666666666667,Southpaw,1984-08-02,182.88,190.5,185.0,Orthodox,1992-08-06,182.88,187.96,185.0,35.0,27.0,2019
Julio Arce,Julian Erosa,1,0,0.46,0.26,1.0,0.0,0,0,0,0,0,0,KO/TKO,3,109,3 Rnd (5-5-5),Keith Peterson,2019-05-18,"Rochester, New York, USA",Featherweight Bout,Julio Arce,False,True,False,False,160,74,160,43,160,74,164,46,1,1,0,0,142,61,129,23,17,12,24,15,1,1,7,5,155,71,151,39,4,2,9,4,1,1,0,0,Featherweight,3,709,11.816666666666666,Southpaw,1989-10-27,170.18,177.8,145.0,Southpaw,1989-07-31,185.42,187.96,145.0,30.0,30.0,2019
Rose Namajunas,Jessica Andrade,1,0,0.44,0.44,0.0,0.5,1,0,1,0,0,0,KO/TKO,2,178,5 Rnd (5-5-5-5-5),Marc Goddard,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",UFC Women's Strawweight Title Bout,Jessica Andrade,False,True,False,False,125,55,105,47,125,55,107,49,2,0,4,2,124,54,68,17,1,1,17,11,0,0,20,19,119,50,98,41,3,3,6,5,3,2,1,1,Women's Strawweight,5,478,7.966666666666667,Orthodox,1992-06-29,165.1,165.1,115.0,Orthodox,1991-09-25,154.94,157.48,115.0,27.0,28.0,2019
Jared Cannonier,Anderson Silva,1,0,0.54,0.53,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,287,3 Rnd (5-5-5),Herb Dean,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Middleweight Bout,Jared Cannonier,False,True,False,False,31,17,15,8,32,18,15,8,0,0,0,0,16,5,6,1,3,2,4,3,12,10,5,4,27,14,14,7,4,3,1,1,0,0,0,0,Middleweight,3,287,4.783333333333333,Switch,1984-03-16,180.34,195.58,185.0,Southpaw,1975-04-14,187.96,195.58,185.0,35.0,44.0,2019
Jose Aldo,Alexander Volkanovski,0,0,0.36,0.53,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Marc Goddard,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Featherweight Bout,Alexander Volkanovski,True,False,False,False,79,29,176,95,90,39,215,129,1,0,3,0,63,19,93,28,12,7,24,17,4,3,59,50,76,26,147,67,3,3,29,28,0,0,0,0,Featherweight,3,900,15.0,Orthodox,1986-09-09,170.18,177.8,145.0,Orthodox,1988-09-29,167.64000000000001,180.34,145.0,33.0,31.0,2019
Thiago Alves,Laureano Staropoli,0,0,0.39,0.26,0.33,1.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Osiris Maia,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Welterweight Bout,Laureano Staropoli,True,False,False,False,147,58,202,54,148,59,205,57,3,1,1,1,107,27,167,37,10,5,31,15,30,26,4,2,141,54,199,53,6,4,3,1,0,0,0,0,Welterweight,3,900,15.0,Orthodox,1983-10-03,175.26,177.8,170.0,Orthodox,1993-02-27,185.42,180.34,170.0,36.0,26.0,2019
Irene Aldana,Bethe Correia,0,0,0.33,0.41,0.0,0.0,1,0,1,0,0,0,Submission,3,204,3 Rnd (5-5-5),Eduardo Herdy,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Women's Bantamweight Bout,Irene Aldana,False,False,True,False,247,83,196,81,248,84,196,81,0,0,2,0,224,67,141,43,17,11,32,18,6,5,23,20,243,80,195,80,3,3,1,1,1,0,0,0,Women's Bantamweight,3,804,13.4,Orthodox,1988-03-26,175.26,172.72,135.0,Orthodox,1983-06-22,165.1,162.56,135.0,31.0,36.0,2019
Rogerio Nogueira,Ryan Spann,0,1,0.25,0.4,0.0,0.5,0,1,0,1,0,0,KO/TKO,1,127,3 Rnd (5-5-5),Herb Dean,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Light Heavyweight Bout,Ryan Spann,False,True,False,False,24,6,32,13,24,6,32,13,0,0,2,1,24,6,30,11,0,0,1,1,0,0,1,1,24,6,29,10,0,0,0,0,0,0,3,3,Light Heavyweight,3,127,2.1166666666666667,Southpaw,1976-06-02,187.96,190.5,205.0,Orthodox,1991-08-24,195.57999999999998,200.66,205.0,43.0,28.0,2019
Thiago Moises,Kurt Holobaugh,0,0,0.64,0.33,0.66,0.33,1,0,4,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Marc Goddard,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Lightweight Bout,Thiago Moises,True,False,False,False,102,66,115,39,160,115,189,108,6,4,6,2,92,59,82,16,4,2,30,21,6,5,3,2,53,28,93,24,11,8,21,14,38,30,1,1,Lightweight,3,900,15.0,Orthodox,1995-03-23,175.26,177.8,155.0,Orthodox,1986-09-08,180.34,177.8,155.0,24.0,33.0,2019
Warlley Alves,Sergio Moraes,1,0,0.45,0.32,0.0,0.0,0,0,0,0,0,0,KO/TKO,3,253,3 Rnd (5-5-5),Osiris Maia,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Welterweight Bout,Warlley Alves,False,True,False,False,157,72,62,20,157,72,62,20,0,0,0,0,107,36,52,12,14,10,9,7,36,26,1,1,154,70,59,19,3,2,3,1,0,0,0,0,Welterweight,3,853,14.216666666666667,Orthodox,1991-01-04,180.34,182.88,170.0,Orthodox,1982-07-23,182.88,182.88,170.0,28.0,37.0,2019
BJ Penn,Clay Guida,0,0,0.36,0.38,0.0,0.5,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Herb Dean,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Lightweight Bout,Clay Guida,True,False,False,False,177,64,208,80,188,74,242,113,0,0,2,1,164,56,170,52,12,8,21,13,1,0,17,15,165,54,177,64,12,10,31,16,0,0,0,0,Lightweight,3,900,15.0,Orthodox,1978-12-13,175.26,177.8,155.0,Orthodox,1981-12-08,170.18,177.8,155.0,41.0,38.0,2019
Luana Carolina,Priscila Cachoeira,1,0,0.48,0.46,0.0,0.0,3,0,1,0,2,2,Decision - Unanimous,3,300,3 Rnd (5-5-5),Fernando Portella,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Women's Flyweight Bout,Luana Carolina,True,False,False,False,231,111,149,69,251,126,149,69,0,0,2,0,180,75,103,39,46,31,34,21,5,5,12,9,181,82,125,55,40,21,23,13,10,8,1,1,Women's Flyweight,3,900,15.0,Orthodox,1993-06-11,167.64000000000001,175.26,125.0,Orthodox,1988-08-19,170.18,165.1,125.0,26.0,31.0,2019
Raoni Barcelos,Carlos Huachin,1,0,0.47,0.15,0.0,0.0,1,0,3,0,0,0,KO/TKO,2,289,3 Rnd (5-5-5),Eduardo Herdy,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Bantamweight Bout,Raoni Barcelos,False,True,False,False,123,59,127,20,137,70,127,20,1,0,0,0,113,52,120,17,4,3,6,2,6,4,1,1,72,23,124,19,1,1,3,1,50,35,0,0,Bantamweight,3,589,9.816666666666666,Orthodox,1987-05-01,170.18,170.18,135.0,Southpaw,1996-06-04,162.56,170.18,135.0,32.0,23.0,2019
Talita Bernardo,Viviane Araujo,0,1,0.33,0.53,0.0,1.0,0,0,0,3,0,0,KO/TKO,3,48,3 Rnd (5-5-5),Fernando Portella,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Women's Bantamweight Bout,Viviane Araujo,False,True,False,False,136,46,115,61,141,51,120,66,3,0,3,3,112,28,79,34,12,8,14,9,12,10,22,18,134,45,111,57,2,1,0,0,0,0,4,4,Women's Bantamweight,3,648,10.8,Orthodox,1987-03-04,162.56,172.72,135.0,Orthodox,1986-11-21,162.56,172.72,135.0,32.0,33.0,2019
Al Iaquinta,Donald Cerrone,0,2,0.4,0.38,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,5,300,5 Rnd (5-5-5-5-5),Jerin Valel,2019-05-04,"Ottawa, Ontario, Canada",Lightweight Bout,Donald Cerrone,True,False,False,False,223,90,361,138,223,90,363,140,5,0,0,0,165,49,302,87,38,23,25,17,20,18,34,34,223,90,344,129,0,0,3,3,0,0,14,6,Lightweight,5,1500,25.0,Orthodox,1987-04-30,177.8,177.8,155.0,Orthodox,1983-03-29,185.42,185.42000000000002,155.0,32.0,36.0,2019
Derek Brunson,Elias Theodorou,0,0,0.59,0.38,0.44,0.0,0,0,5,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Todd Ronald Anderson,2019-05-04,"Ottawa, Ontario, Canada",Middleweight Bout,Derek Brunson,True,False,False,False,94,56,170,65,103,65,194,87,9,4,1,0,62,34,88,16,17,11,34,27,15,11,48,22,82,45,150,53,7,6,20,12,5,5,0,0,Middleweight,3,900,15.0,Southpaw,1984-01-04,185.42,195.58,185.0,Orthodox,1988-05-31,185.42,190.5,185.0,35.0,31.0,2019
Cub Swanson,Shane Burgos,0,0,0.5,0.5,0.0,0.0,0,0,0,0,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Yves Lavigne,2019-05-04,"Ottawa, Ontario, Canada",Featherweight Bout,Shane Burgos,True,False,False,False,256,129,268,134,260,132,282,147,2,0,0,0,167,66,208,82,26,14,25,18,63,49,35,34,239,113,260,128,12,11,8,6,5,5,0,0,Featherweight,3,900,15.0,Orthodox,1983-11-02,172.72,177.8,145.0,Orthodox,1991-03-19,180.34,190.5,145.0,36.0,28.0,2019
Brad Katona,Merab Dvalishvili,0,0,0.57,0.53,0.0,0.55,0,0,0,3,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Kevin MacDonald,2019-05-04,"Ottawa, Ontario, Canada",Bantamweight Bout,Merab Dvalishvili,True,False,False,False,56,32,102,55,70,43,274,215,0,0,9,5,41,21,85,43,5,4,10,6,10,7,7,6,36,17,65,24,16,12,5,4,4,3,32,27,Bantamweight,3,900,15.0,Orthodox,1991-12-19,167.64000000000001,162.56,135.0,Orthodox,1991-01-10,167.64000000000001,172.72,135.0,28.0,28.0,2019
Walt Harris,Serghei Spivac,1,0,0.6,0.33,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,50,3 Rnd (5-5-5),Jerin Valel,2019-05-04,"Ottawa, Ontario, Canada",Heavyweight Bout,Walt Harris,False,True,False,False,28,17,3,1,28,17,3,1,0,0,0,0,27,17,2,0,1,0,0,0,0,0,1,1,18,9,3,1,4,3,0,0,6,5,0,0,Heavyweight,3,50,0.8333333333333334,Southpaw,1983-06-10,195.57999999999998,195.58,250.0,Orthodox,1995-01-24,190.5,198.12,260.0,36.0,24.0,2019
Marc-Andre Barriault,Andrew Sanchez,0,0,0.53,0.48,0.0,0.25,0,0,0,3,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Todd Ronald Anderson,2019-05-04,"Ottawa, Ontario, Canada",Middleweight Bout,Andrew Sanchez,True,False,False,False,130,69,148,72,137,76,181,102,1,0,8,2,114,55,112,44,14,12,26,21,2,2,10,7,86,35,125,54,39,29,16,12,5,5,7,6,Middleweight,3,900,15.0,Orthodox,1990-02-18,185.42,187.96,185.0,Orthodox,1988-04-08,185.42,187.96,185.0,29.0,31.0,2019
Macy Chiasson,Sarah Moras,0,0,0.65,0.81,0.0,0.33,0,1,3,3,2,0,KO/TKO,2,142,3 Rnd (5-5-5),Yves Lavigne,2019-05-04,"Ottawa, Ontario, Canada",Women's Bantamweight Bout,Macy Chiasson,False,True,False,False,66,43,11,9,107,82,38,29,0,0,3,1,61,38,11,9,5,5,0,0,0,0,0,0,2,1,1,1,0,0,0,0,64,42,10,8,Women's Bantamweight,3,442,7.366666666666666,,1991-07-27,180.34,182.88,135.0,,1988-04-30,170.18,170.18,135.0,28.0,31.0,2019
Aiemann Zahabi,Vince Morales,0,0,0.34,0.3,0.2,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Kevin MacDonald,2019-05-04,"Ottawa, Ontario, Canada",Bantamweight Bout,Vince Morales,True,False,False,False,82,28,194,59,83,29,194,59,5,1,0,0,62,14,151,31,14,9,32,20,6,5,11,8,81,27,192,58,1,1,2,1,0,0,0,0,Bantamweight,3,900,15.0,Orthodox,1987-11-19,172.72,172.72,135.0,Orthodox,1990-11-12,170.18,177.8,135.0,32.0,29.0,2019
Nordine Taleb,Kyle Prepolec,0,0,0.44,0.33,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Jerin Valel,2019-05-04,"Ottawa, Ontario, Canada",Welterweight Bout,Nordine Taleb,True,False,False,False,201,90,153,52,201,90,154,53,0,0,2,0,125,32,113,27,39,27,30,22,37,31,10,3,199,89,151,51,0,0,2,1,2,1,0,0,Welterweight,3,900,15.0,Orthodox,1981-06-10,185.42,187.96,170.0,Southpaw,1989-08-30,177.8,177.8,170.0,38.0,30.0,2019
Kyle Nelson,Matt Sayles,0,0,0.27,0.51,0.2,0.0,4,1,1,3,0,1,Submission,3,196,3 Rnd (5-5-5),Todd Ronald Anderson,2019-05-04,"Ottawa, Ontario, Canada",Featherweight Bout,Matt Sayles,False,False,True,False,93,26,147,75,103,32,181,106,10,2,0,0,82,18,113,45,11,8,18,15,0,0,16,15,86,24,105,48,7,2,5,3,0,0,37,24,Featherweight,3,796,13.266666666666667,Switch,1991-04-20,180.34,180.34,155.0,Orthodox,1994-02-21,170.18,172.72,145.0,28.0,25.0,2019
Arjan Bhullar,Juan Adams,0,0,0.66,0.43,1.0,0.0,0,0,2,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,2019-05-04,"Ottawa, Ontario, Canada",Heavyweight Bout,Arjan Bhullar,True,False,False,False,62,41,185,81,94,69,212,107,2,2,0,0,53,32,158,56,8,8,23,21,1,1,4,4,37,18,148,50,21,19,36,30,4,4,1,1,Heavyweight,3,900,15.0,Orthodox,1986-05-13,185.42,190.5,245.0,Orthodox,1992-01-16,195.57999999999998,203.2,265.0,33.0,27.0,2019
Mitch Gagnon,Cole Smith,1,0,0.27,0.43,0.0,0.5,2,2,1,2,1,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Kevin MacDonald,2019-05-04,"Ottawa, Ontario, Canada",Bantamweight Bout,Cole Smith,True,False,False,False,54,15,88,38,62,23,111,56,1,0,4,2,42,11,41,13,8,2,26,9,4,2,21,16,40,9,72,27,11,4,15,10,3,2,1,1,Bantamweight,3,900,15.0,Southpaw,1984-10-10,165.1,165.1,135.0,Orthodox,1989-04-05,180.34,170.18,135.0,35.0,30.0,2019
Jacare Souza,Jack Hermansson,0,0,0.51,0.39,0.0,0.3,0,1,0,1,0,0,Decision - Unanimous,5,300,5 Rnd (5-5-5-5-5),Dan Miragliotta,2019-04-27,"Sunrise, Florida, USA",Middleweight Bout,Jack Hermansson,True,False,False,False,175,90,372,148,205,120,496,256,3,0,10,3,141,65,313,96,33,24,36,32,1,1,23,20,154,74,339,120,20,15,29,24,1,1,4,4,Middleweight,5,1500,25.0,Orthodox,1979-12-07,185.42,182.88,185.0,Orthodox,1988-06-10,185.42,195.58,185.0,40.0,31.0,2019
Greg Hardy,Dmitrii Smoliakov,0,0,0.46,0.33,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,135,3 Rnd (5-5-5),Keith Peterson,2019-04-27,"Sunrise, Florida, USA",Heavyweight Bout,Greg Hardy,False,True,False,False,30,14,3,1,33,17,3,1,0,0,2,0,28,12,3,1,2,2,0,0,0,0,0,0,13,4,3,1,2,2,0,0,15,8,0,0,Heavyweight,3,135,2.25,Orthodox,1988-07-28,195.57999999999998,203.2,265.0,Switch,1982-08-05,187.96,187.96,253.0,31.0,37.0,2019
Alex Oliveira,Mike Perry,0,0,0.35,0.59,0.0,0.0,0,0,0,1,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Larry Downs,2019-04-27,"Sunrise, Florida, USA",Welterweight Bout,Mike Perry,True,False,False,False,137,48,110,65,139,50,120,75,1,0,1,0,110,30,90,48,16,7,8,6,11,11,12,11,125,42,72,32,11,6,19,18,1,0,19,15,Welterweight,3,900,15.0,Orthodox,1988-02-21,180.34,193.04,170.0,Orthodox,1991-09-15,177.8,180.34,170.0,31.0,28.0,2019
Glover Teixeira,Ion Cutelaba,0,0,0.52,0.54,0.0,0.0,1,0,3,1,0,0,Submission,2,217,3 Rnd (5-5-5),Alan Abeles,2019-04-27,"Sunrise, Florida, USA",Light Heavyweight Bout,Glover Teixeira,False,False,True,False,57,30,135,74,63,35,135,74,7,0,0,0,51,24,113,57,6,6,21,16,0,0,1,1,38,16,94,43,11,9,25,20,8,5,16,11,Light Heavyweight,3,517,8.616666666666667,Orthodox,1979-10-28,187.96,193.04,205.0,Southpaw,1993-12-14,185.42,190.5,205.0,40.0,26.0,2019
John Lineker,Cory Sandhagen,0,0,0.41,0.43,0.5,0.5,1,0,0,0,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Dan Miragliotta,2019-04-27,"Sunrise, Florida, USA",Bantamweight Bout,Cory Sandhagen,True,False,False,False,256,106,275,120,256,106,283,128,2,1,4,2,177,57,218,72,64,39,23,16,15,10,34,32,250,105,273,119,6,1,2,1,0,0,0,0,Bantamweight,3,900,15.0,Orthodox,1990-06-12,160.02,170.18,135.0,Switch,1992-04-20,180.34,177.8,135.0,29.0,27.0,2019
Roosevelt Roberts,Thomas Gifford,0,0,0.62,0.42,0.5,1.0,0,0,6,1,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Keith Peterson,2019-04-27,"Sunrise, Florida, USA",Lightweight Bout,Roosevelt Roberts,True,False,False,False,85,53,70,30,132,95,130,86,4,2,1,1,73,41,53,16,7,7,7,5,5,5,10,9,59,31,63,24,3,3,5,4,23,19,2,2,Lightweight,3,900,15.0,Orthodox,1994-02-11,187.96,185.42000000000002,155.0,Orthodox,1992-07-26,185.42,190.5,155.0,25.0,27.0,2019
Ben Saunders,Takashi Sato,0,1,0.51,0.4,0.0,0.0,0,0,0,0,0,0,KO/TKO,2,78,3 Rnd (5-5-5),Larry Downs,2019-04-27,"Sunrise, Florida, USA",Welterweight Bout,Takashi Sato,False,True,False,False,90,46,69,28,91,47,74,33,0,0,0,0,46,9,64,25,28,22,3,2,16,15,2,1,70,29,44,13,20,17,6,2,0,0,19,13,Welterweight,3,378,6.3,Orthodox,1983-04-13,187.96,195.58,170.0,Southpaw,1990-06-09,177.8,185.42000000000002,170.0,36.0,29.0,2019
Andrei Arlovski,Augusto Sakai,0,0,0.42,0.31,0.0,0.0,0,0,0,0,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Dan Miragliotta,2019-04-27,"Sunrise, Florida, USA",Heavyweight Bout,Augusto Sakai,True,False,False,False,175,75,132,42,182,82,141,51,0,0,1,0,126,31,108,26,31,29,12,8,18,15,12,8,164,65,113,30,11,10,19,12,0,0,0,0,Heavyweight,3,900,15.0,Orthodox,1979-02-04,190.5,195.58,240.0,Orthodox,1991-05-09,190.5,195.58,265.0,40.0,28.0,2019
Carla Esparza,Virna Jandiroba,0,0,0.49,0.45,0.4,0.33,0,0,3,5,1,2,Decision - Unanimous,3,300,3 Rnd (5-5-5),Alan Abeles,2019-04-27,"Sunrise, Florida, USA",Women's Strawweight Bout,Carla Esparza,True,False,False,False,51,25,37,17,128,97,89,64,10,4,9,3,43,18,33,13,7,6,4,4,1,1,0,0,30,12,30,13,12,8,6,3,9,5,1,1,Women's Strawweight,3,900,15.0,,1987-10-10,154.94,160.02,115.0,Orthodox,1988-05-30,160.02,162.56,115.0,32.0,31.0,2019
Gilbert Burns,Mike Davis,0,0,0.56,0.29,0.5,0.0,1,0,4,0,0,0,Submission,2,255,3 Rnd (5-5-5),Keith Peterson,2019-04-27,"Sunrise, Florida, USA",Lightweight Bout,Gilbert Burns,False,False,True,False,87,49,44,13,122,81,49,17,6,3,0,0,71,36,29,5,6,4,13,6,10,9,2,2,62,28,42,11,5,4,2,2,20,17,0,0,Lightweight,3,555,9.25,Orthodox,1986-07-20,177.8,180.34,155.0,Orthodox,1992-10-07,182.88,182.88,155.0,33.0,27.0,2019
Jim Miller,Jason Gonzalez,0,0,0.54,0.4,1.0,0.0,1,0,1,0,0,0,Submission,1,132,3 Rnd (5-5-5),Larry Downs,2019-04-27,"Sunrise, Florida, USA",Lightweight Bout,Jim Miller,False,False,True,False,11,6,25,10,14,8,25,10,2,2,0,0,9,4,20,5,0,0,0,0,2,2,5,5,11,6,25,10,0,0,0,0,0,0,0,0,Lightweight,3,132,2.2,Southpaw,1983-08-30,172.72,180.34,155.0,Southpaw,1990-02-28,187.96,187.96,155.0,36.0,29.0,2019
Angela Hill,Jodie Esquibel,0,0,0.49,0.19,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Alan Abeles,2019-04-27,"Sunrise, Florida, USA",Women's Strawweight Bout,Angela Hill,True,False,False,False,236,117,289,57,237,118,289,57,3,0,3,0,195,83,243,40,37,30,42,15,4,4,4,2,219,103,277,50,16,13,12,7,1,1,0,0,Women's Strawweight,3,900,15.0,Orthodox,1985-01-12,160.02,162.56,115.0,Orthodox,1986-05-07,154.94,162.56,115.0,34.0,33.0,2019
Court McGee,Dhiego Lima,1,0,0.28,0.4,0.0,0.0,0,0,0,0,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Dan Miragliotta,2019-04-27,"Sunrise, Florida, USA",Welterweight Bout,Dhiego Lima,True,False,False,False,228,65,159,65,232,69,161,67,8,0,3,0,166,28,135,47,34,15,22,16,28,22,2,2,223,60,155,62,4,4,4,3,1,1,0,0,Welterweight,3,900,15.0,Orthodox,1984-12-12,180.34,190.5,170.0,Orthodox,1989-01-31,187.96,187.96,170.0,35.0,30.0,2019
Alistair Overeem,Aleksei Oleinik,1,0,0.87,0.65,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,285,5 Rnd (5-5-5-5-5),Marc Goddard,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Heavyweight Bout,Alistair Overeem,False,True,False,False,33,29,58,38,35,31,101,78,1,0,0,0,27,23,34,15,6,6,24,23,0,0,0,0,8,5,26,12,13,12,32,26,12,12,0,0,Heavyweight,5,285,4.75,Orthodox,1980-05-17,193.04,203.2,265.0,Orthodox,1977-06-20,187.96,203.2,240.0,39.0,42.0,2019
Islam Makhachev,Arman Tsarukyan,0,0,0.7,0.3,0.44,0.08,0,0,2,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Herb Dean,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Lightweight Bout,Islam Makhachev,True,False,False,False,20,14,43,13,53,47,90,60,9,4,12,1,12,7,25,5,6,6,15,7,2,1,3,1,10,4,34,6,8,8,9,7,2,2,0,0,Lightweight,3,900,15.0,Orthodox,1991-10-27,177.8,177.8,155.0,Orthodox,1996-10-11,170.18,182.88,155.0,28.0,23.0,2019
Sergei Pavlovich,Marcelo Golm,1,0,0.65,0.33,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,66,3 Rnd (5-5-5),Leon Roberts,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Heavyweight Bout,Sergei Pavlovich,False,True,False,False,26,17,15,5,26,17,15,5,0,0,0,0,26,17,13,4,0,0,1,0,0,0,1,1,22,14,14,4,4,3,1,1,0,0,0,0,Heavyweight,3,66,1.1,Southpaw,1992-05-13,190.5,213.36,257.0,Orthodox,1992-09-15,190.5,190.5,249.0,27.0,27.0,2019
